PartyID,PartyName,LicenseTypeID,LicenseType,Current_Salesmen,Cases_Last45Days,Cases_FY25_26,City,Pincode,Address,Verdict,Notes
D00099,JAISHREE WINES,180001,FL II (Wine shop),SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,149.0,149.0,,,BEHIND NIGDI BUS STOP NIGDI PUNE,,
D06134,CAFE CYCLONE,180002,FL III (Permit Room),SM3=OMKAR PAWAR,144.87,343.59,PUNE,,S.NO 29 SATARA ROAD SARASWATI MANGAL KARYALAY DHANKAWADI PUNE,,
D07199,JAI LAXMAN RAJPUT CONTURY LIQ,180006,CL III (OTHERS),SM3=SURESH NAIR,142.0,177.0,PUNE,,GAT NO 452/1/1 MOSHI,,
D00375,VICKY WINES,180001,FL II (Wine shop),SM3=SURESH NAIR,142.0,142.0,PUNE,,"BLDG NO.21. CHINCHWAD STATION CHOWK BOMABY PUNE ROAD,PUNE",,
D06712,MODERN WINES (MOSHI),180001,FL II (Wine shop),SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,133.0,218.0,PUNE,,"SHOP NO-2,FIRST FLOOR,WING NO-B,GEET SIDDHII,PLOT NO-L BORHADEWADI,MOSHI,PUNE-412105",,
D01936,NEW CRYSTAL BEER SHOPEE,180004,Beer Shopee,SM3=ABID,127.0,127.0,PUNE,,SHOP NO 21 SR NO 73/3/4 ASHOKA AAGAM  KATRAJ PUNE,,
D06153,SOURABH BEER SHOPEE ( CHINCHWAD ),180004,Beer Shopee,SM3=SURESH NAIR,127.0,127.0,PUNE,,"AKSHAY COMPLEX , SHOP.NO.3,JEEVAN NAGAR CHINCHWAD",,
D07200,ROYAL BEER SHOPEE (PIMPRI),180004,Beer Shopee,SM3=SURESH NAIR,124.0,154.0,PUNE,,S NO. 10-5 CTSN 866 SHOP NO 02 SAVITA APT PIMPRI,,
D02265,SUNNY WINES ( BANER),180001,FL II (Wine shop),SM1=SHASHANK Â· SM2=DEEPAK PATIL Â· SM3=SURESH NAIR,121.0,179.0,PUNE,,"CITY SR NO.261 PROPRTY NO.1740 BANER, PUNE-45",,
D02256,KUMAR WINES ( HANDEWADI ),180001,FL II (Wine shop),SM1=SACHIN KAMBLE Â· SM2=AJAY Â· SM3=SURESH NAIR,117.0,672.0,PUNE,,"SR.NO.73,HISSA NO.313-318,HANDEWADI ROAD,TAL-HAVELI,DIST-PUNE",,
D00462,KAVIRAJ WINES (AKURDI),180001,FL II (Wine shop),SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,115.0,115.0,PUNE,,"SHOP NO.4,SUKHWANI PLAZA, PRADHIKARAN RD, AKURDI",,
D02662,VAISHALI BEER SHOPPE ( PIMPRI ),180004,Beer Shopee,SM3=SURESH NAIR,113.0,143.0,PUNE,,"SR.NO.294/3,PIMPRI",,
D01375,HIRA MOTI WINES (PIMPRI),180001,FL II (Wine shop),SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,110.0,110.0,PUNE,,"SUKHWANI SECTOR, BUIL. NO.3, SHOP NO. 4, VALLBHANAGAR, PIMPRI",,
D00875,PRASAD WINES(DEEP BUNGLOW),180001,FL II (Wine shop),SM1=SHASHANK Â· SM2=DEEPAK PATIL Â· SM3=SURESH NAIR,110.0,135.0,  4,411001,"SHOP.NO.C, PUSHMALA CO-OP SOCIETY, DEEP BUNGLOW, PUNE-1",,
D00232,GLOBE WINES (CHINCHWAD),180001,FL II (Wine shop),SM1=Z SANJAY NAGPAL Â· SM3=SURESH NAIR,100.0,120.0,PUNE,,"NEAR DARSHAN HALL P.C.M.C LINK ROAD SUNDAR BAUG,NEAR DARSHAN HALL,",,
D01950,ROHAN WINES(KALBHOR WINES),180001,FL II (Wine shop),SM1=Z VIJAY BHAIKATTE Â· SM3=SURESH NAIR,96.0,96.0,PUNE,,"SHOP NO:-2,SR.NO:-8046, RATHANI/KALEWADI, PIMPRI,PUNE-17.",,
D01476,LUCKY LAXMI WINE (WARJE),180001,FL II (Wine shop),SM1=SHASHANK Â· SM2=DEEPAK PATIL Â· SM3=SURESH NAIR,95.0,110.0,  5,,"S.R.NO 116 SHOP NO.8/9, ATUL NAGAR WARJE, PUNE.",,
D01491,RELAX POINT SAI PRIDE- 2 HOTEL,180002,FL III (Permit Room),SM1=SAURABH Â· SM3=OMKAR PAWAR,95.0,118.0,PUNE,411014,"S.NO. 45/2/5, PREETAM NAGAR HO KHARADI, CHANDANNAGAR",,
D02268,K M WINES (C/O GUPTA WINES),180001,FL II (Wine shop),SM1=SACHIN KAMBLE Â· SM2=AJAY Â· SM3=SURESH NAIR,93.0,98.0,PUNE,,NYATI MILLENNIUM SHOP NO 5 VIMANNAGAR PUNE,,
D02544,SAKSHI BEER SHOPPE(PIMPRI),180004,Beer Shopee,SM3=SURESH NAIR,90.0,106.0,PUNE,,NEHRU NAGAR PIMPRI,,
D00370,UMESH WINES,180001,FL II (Wine shop),SM3=SURESH NAIR,90.0,136.0,,,BHOSARI PUNE,,
D00167,GLOBE WINES ( PIMPRI )(4190),180001,FL II (Wine shop),SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,84.0,132.0,,411 017,"SR.NO.177,SHOP.NO.16,PLOT SECTOR 1,UNIT 2,VALLABHNAGAR,PIMPRI,TAL-HAVELI,DIST-PUNE",,
D00078,GHULE WINES (BAVDHAN),180001,FL II (Wine shop),SM1=SHASHANK Â· SM2=DEEPAK PATIL Â· SM3=SURESH NAIR,83.0,161.0,  5A,411 002,"SHOP NO.4, BLUE HILL SOCIETY S.NO.1,AMACHI COLONY,N.D.A RD BHAWADHAN,OPP.SAFERON REST",,
D06761,BLUE OCEAN BEER SHOPEE (KHARADI),180004,Beer Shopee,SM3=SURESH NAIR,82.0,221.0,PUNE,,SHOP NO 4 GURUKRUPA CORNER S.NO 21/7/1 SAINATH NAGAR KHARADI PUNE,,
D00210,SHAKTI WINES (PASHAN),180001,FL II (Wine shop),SM1=SHASHANK Â· SM2=DEEPAK PATIL Â· SM3=SURESH NAIR,82.0,298.0,  8,,"116/9,PASHAN PUNE",,
D00792,HEAVENS GARDEN (HARSH),180002,FL III (Permit Room),SM1=TULSIRAM Â· SM3=SURESH NAIR,80.77,124.36,  5A,411 001,"CHITRALEKHA CHAMBERS PAUD ROAD, PUNE-1",,
D07104,A L B  BEER SHOPEE ( SHIRUR),180004,Beer Shopee,SM3=PRANAV,77.0,97.0,PUNE,,PLOT NO PAP/IS 36 RANJANGAON TA SHIRUR TA PUNE,,
D07220,J. M. BEER SHOPEE (JAI MALHAR),180004,Beer Shopee,SM3=SURESH NAIR,75.0,130.0,PUNE,,THERGAON TALUKA MULSHI DIST. PUNE,,
D07242,DEEPAK WINES ( BHUKUM ),180001,FL II (Wine shop),SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,74.0,179.0,PUNE CITY,412115,"GROUND FLOOR SHOP NO 102 , GAT NO 35, PROPERTY NO 0818/02",,
D07231,BARREL & CO(E N DADABHAI),180002,FL III (Permit Room),SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,73.0,103.0,PUNE CITY,,S.NO 98/1 SHOP NO 1/2ANANDNAGAR K P TOWER HANDEWADI PUNE,,
D06150,MAYUR BEER SHOPPE (PIMPRI),180004,Beer Shopee,SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,73.0,107.0,PUNE,,"PLOT NO. 73, BASERA APT., SHOP NO. 2, PIMPRI",,
D00131,MEDORI WINE (KESHAVNAGAR),180001,FL II (Wine shop),SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,72.0,107.0,  2,,SR.NO 9 TO 14 PLOT NO 54/55 SHOP NO 43 MANTRA INSINGINIYA KESHAVNAGAR PUNE,,
D01870,VIJAY WINES.(PIMPRI),180001,FL II (Wine shop),SM3=SURESH NAIR,71.0,71.0,PUNE,,"SHOP NO:- 8,MASULKAR COL, AJMARA,PIMPRI,PUNE-18 DIST:-PUNE.",,
D07194,YARANA BEER SHOPEE (PIMPRI),180004,Beer Shopee,SM3=SURESH NAIR,71.0,183.0,PUNE,,S.NO.10/5 SAVITA APT PHASE1 SHOP NO 1 PIMPRI,,
D06760,K.R.BEER AND WINE SHOPEE(WAKAD),180004,Beer Shopee,SM3=SURESH NAIR,70.0,85.0,PUNE,,"S NO 17/1, WAKAD ROAD, THERGAON, PUNE",,
D00047,VEENIT WINES.(CHAJED & SONS) (KHED),180001,FL II (Wine shop),SM1=Z SANJAY NAGPAL Â· SM3=SURESH NAIR,70.0,70.0,PUNE,,RAJGURUNAGAR KHED DIST :-PUNE,,
D00461,ANUKIRAN WINES (DHAYRI),180001,FL II (Wine shop),SM1=SHASHANK Â· SM2=DEEPAK PATIL Â· SM3=SURESH NAIR,69.0,119.0,PUNE,,SARTHAK NAGAR NEAR SHANTI CORNER DHAYRI PUNE,,
D06509,LOVERS BEER SHOPEE (WAGHOLI),180004,Beer Shopee,SM3=SURESH NAIR,69.0,645.0,PUNE,,"S.NO. 42, GAT NO. 720,721,723,733, NYATI ELAN, HAVELI, WAGHOLI, PUNE",,
D02553,KIRAN BEER SHOPEE ( TATHAWADE ),180004,Beer Shopee,SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,65.0,65.0,PUNE,,"SR.NO.75/2,MILKAT NO.1367,MAUJE TATHAWADE,TAL-MULSHI,DIST-PUNE",,
D00279,RAJSHREE WINES (PAUD ROAD),180001,FL II (Wine shop),SM1=SHASHANK Â· SM2=DEEPAK PATIL Â· SM3=SURESH NAIR,65.0,170.0,  5A,,S NO 120/3 PAUD ROAD PUNE,,
D06142,UNIVERSAL BEER SHOPEE (BAVDHAN) (SG),180004,Beer Shopee,SM3=OMKAR PAWAR,65.0,99.0,PUNE,,SHOP NO 4 CHAVAN HOUSE NEAR JUNA  BAVDHAN NAKA SR.NO 62/2 BAVDHAN PUNE,,
D00366,TRINITY WINES (S'NAR),180001,FL II (Wine shop),SM1=SHASHANK Â· SM2=DEEPAK PATIL Â· SM3=SURESH NAIR,63.0,129.0,  2A,411 016,"CTS.NO.3. 971,SHIVAJI NAGAR PUNE",,
D01991,RAJA WINES.( DAPODI ),180001,FL II (Wine shop),SM3=SURESH NAIR,62.0,79.0,PUNE,,"SR.NO:-64/213, DAPODI, PUNE-12.",,
D06784,K S B WINE WOLD BEER SHOP,180004,Beer Shopee,SM3=SURESH NAIR,61.0,66.0,PUNE,,"SHOP NO 5/6 S. No. 57,HISHA NO  FORTNE PLAZA KHARADI PUNE",,
D01027,WADKAR WINES,180001,FL II (Wine shop),SM1=SACHIN KAMBLE Â· SM2=AJAY Â· SM3=SURESH NAIR,60.5,125.5,  2A,,SHIV  GANGA  COMPLEX KONDHWA  BK PUNE,,
D07209,SHAM BEER SHOPPE (KALEWADI),180004,Beer Shopee,SM3=SURESH NAIR,60.0,135.0,,,"SR NO 111,KALEWADI RAHATNI",,
D00399,SONALI ENTERPRISES,180001,FL II (Wine shop),SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,60.0,105.0,  3,411 009,"CTS.NO.8/2, PUNE SATARA ROAD SANGHAR APARTMENTS,PUNE",,
D07250,ASHOKA BEER SHOPPE(CHINCHWAD),180004,Beer Shopee,SM3=SURESH NAIR,58.0,612.0,PUNE,,PURNA NAGAR CHINCHWAD PUNE,,
D06141,PARTH BEER SHOPEE (UNDRI) (SG),180004,Beer Shopee,SM3=ABID,57.0,61.0,PUNE,,SR.NO 38/4 A WING SHOP 7 & 8 UNDRI PUNE,,
D02252,ROLEX WINES ( LOHAGAON ),180001,FL II (Wine shop),SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,57.0,117.0,PUNE,,"ORCHID HOSPITAL ,LOHAGAON",,
D02665,SUNNY BEER SHOPEE(KALEWADI),180004,Beer Shopee,SM3=SURESH NAIR,56.0,63.0,PUNE,,"97/1,A,MILKAT NO.1126/2 PANCHPIR CHOWK, MAIN RD KALEWADI",,
D07251,PYASA BEER SHOPEE (TALWADE),180004,Beer Shopee,SM3=SURESH NAIR,54.0,79.0,PUNE,,"GAT NO 163, TRIVENINAGAR CHOWK TALAWADE",,
D07196,SONA  COUNTRY BAR (DANGE CHOWK),180006,CL III (OTHERS),SM3=SURESH NAIR,53.0,1817.0,,,DANGE CHOWK CHINCHWAD,,
D01989,ASHOKA WINES.(THERGAON),180001,FL II (Wine shop),SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,48.0,62.0,PUNE,,"SR NO:-19/3,SHOP.NO1,BHOIR PALACE DANGE CHOWK, THERGAON,PIMPRI PUNE-33.",,
D00725,KUNDAN PALACE HOTEL,180002,FL III (Permit Room),SM1=Z NITIN KAPRE Â· SM3=SURESH NAIR,46.15,52.56,PUNE,,AKURDI PUNE,,
D01874,REGAL WINES (PIMPRI),180001,FL II (Wine shop),SM3=SURESH NAIR,46.0,49.0,PUNE,,"SHOP NO.9 , MOHAL MARKET, PIMPRI.",,
D07226,K.C.LAKHWANI,180004,Beer Shopee,SM3=SURESH NAIR,45.0,55.0,,,JOTIBANAGAR KALEWADI PUNE ,,
D07538,TERMINAL 9 HOTEL,180002,FL III (Permit Room),SM1=SAURABH Â· SM3=SURESH NAIR,44.87,100.0,PUNE,,"AEROTEL BUILDING KRISSNA KIRTI AROMAS LLP 6TH FLOOR SURVEY NO 164 HISSA NO 2C 2ATINGRE NAGAR PUNE, ",,
D00304,SAMRAT WINES.(NAVI SANGAVI),180001,FL II (Wine shop),SM1=Z VIJAY BHAIKATTE Â· SM3=SURESH NAIR,43.0,221.0,,,"SR.NO:-78/1, SAMARTH NAGAR, KRUSHNA CHOWK ,NAVI SANGAVI,. PUNE-.",,
D00353,SSD (SUNNY) WINES (AUNDH),180001,FL II (Wine shop),SM1=SHASHANK Â· SM2=DEEPAK PATIL Â· SM3=SURESH NAIR,43.0,217.0,  8,411 005,"SHOP NO.2, SITAI PARK, D.P. ROAD, AUNDH PUNE",,
D06959,CELEBRATION REST & BAR (713),180002,FL III (Permit Room),SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,42.31,126.1,PUNE,,S N 11/1/1 KUDLE PLAZA 4TH FLOOR PIMPRI,,
D01967,CHAKAN WINES (CHAKAN),180001,FL II (Wine shop),SM3=SURESH NAIR,41.0,41.0,PUNE,,"MILKAT NO. 322, NANEKAR WADI, CHAKAN, TAL - KHED",,
D06269,NITIN BEER SHOPEE ( PANSHET ),180004,Beer Shopee,SM3=SURESH NAIR,41.0,570.5,PUNE,,"MILKAT NO.380, VARDADE PANSHET",,
D01951,AGARWAL WINES (PIMPRI),180001,FL II (Wine shop),SM3=SURESH NAIR,40.0,106.0,PUNE,,"SR.NO:-206/4,SHOP NO:-8, CHHADA BUILDING, PIMPRI,",,
D01345,ARYAN BEER SHOPPY (KOTHRUD),180004,Beer Shopee,SM3=SURESH NAIR,40.0,71.0,PUNE,,"SR. NO 51/3/2, SHOP NO. 15, KOTHRUD, PUNE",,
D00161,V R WINES (BANER RD),180001,FL II (Wine shop),SM1=SHASHANK Â· SM2=DEEPAK PATIL Â· SM3=SURESH NAIR,40.0,108.0,  8,,BANER ROAD PUNE,,
D00188,PRESIDENT PERMIT ROOM (HADAPSAR),180002,FL III (Permit Room),SM1=ATISH Â· SM3=SURESH NAIR,38.46,102.56,  2,411 028,"OPP. VAIBHAV THEATRE,HADAPSAR HADAPSAR, PUNE",,
D02564,JAISWAL WINES,180001,FL II (Wine shop),SM1=SACHIN KAMBLE Â· SM2=AJAY Â· SM3=SURESH NAIR,38.0,167.0,PUNE,,SHOP NO 14 GANGA ARCADIA SR NO 22 HISS NO 2 NEAR COLUMBAI ASAIA HOSPITAL KHARADI,,
D00013,G.S.P WINES.(AUNDH),180001,FL II (Wine shop),SM1=SHASHANK Â· SM2=DEEPAK PATIL Â· SM3=SURESH NAIR,37.0,37.0,  8,411 007,"SHAMAL APARTMENTS. SHOP NO.6. AUNDH,PUNE-7",,
D00165,PRATAP WINES,180001,FL II (Wine shop),SM1=SHASHANK Â· SM2=DEEPAK PATIL Â· SM3=SURESH NAIR,37.0,112.0,  5,,"DUDHANE  COMPLEX OPP. WARJE  BUS  STAND WARJE ,PUNE",,
D02518,UNITED WINES.(ABHAY WINES),180001,FL II (Wine shop),SM3=SURESH NAIR,37.0,97.0,PUNE,,"SADGURU PLAZA,GP-60, THERMAX CHOWK,SHOP NO:-10, G BLOCK M.I.D.C.CHINCHWAD,PUNE",,
D01970,SHRAVI HOTEL,180002,FL III (Permit Room),SM1=Z SANJAY NAGPAL Â· SM3=SURESH NAIR,35.9,74.36,PUNE,,"K.S.B CHOWK G.P.NO.154 G BLOCK, M.I.D.C CHINCHAWAD PUNE.",,
D07205,LIQUORLAND BEER SHOPEE (RAVET),180004,Beer Shopee,SM3=SURESH NAIR,35.0,128.0,PUNE,,SHOP NO 6 SAI VISTA PUNE MUMBAI BYPASS RAVET NR SAMEER LAWNS PUNE MAVAL PIMPRI PUNE,,
D00040,C.R.AGARWAL WINES (KIRKEE),180001,FL II (Wine shop),SM1=SHASHANK Â· SM2=DEEPAK PATIL Â· SM3=SURESH NAIR,34.0,124.0,PUNE,411 003,"63,MOLEDINA ROAD KIRKEE PUNE-411 003.",,
D02338,KAKA WINES (ALANKAR ) (DAUND),180001,FL II (Wine shop),SM1=Z SHANKAR SHINDE Â· SM3=SURESH NAIR,32.0,32.0,PUNE,,"SR.NO.871,SHOP.NO.1 TO 5, KEDGAON,TAL-DAUND, DIST:-PUNE.",,
D07736,SHALIMAR WINES,180001,FL II (Wine shop),SM1=SHASHANK Â· SM2=DEEPAK PATIL Â· SM3=ABID,31.0,31.0,PUNE,,"S. NO. 91/1 SHOP NO 2 AND 3 GROUND FLOOR, MAZZENINE FLOOR, KHADAKWASALA , TAL HAVELI DIST PUNE",,
D01736,SUPARA WINES,180001,FL II (Wine shop),SM1=SACHIN KAMBLE Â· SM2=AJAY Â· SM3=SURESH NAIR,31.0,74.0,PUNE,,"SHOP NO- 4, CITADEL B.T.CITADEL RD, GHORPADI,NEAR SOPAN BAUG,PUNE",,
D02266,KUNDAN WINES (MUNDHWA),180001,FL II (Wine shop),SM1=SACHIN KAMBLE Â· SM2=AJAY Â· SM3=OMKAR PAWAR,30.0,277.0,PUNE,,"SHOP NO.1, S NO. 80, E. GANGA ORCHID BLDG,PINGLE VASTI. MUNDHWA RD",,
D00197,SPIRITZ ( ORIENTAL WINES ),180001,FL II (Wine shop),SM1=SACHIN KAMBLE Â· SM2=AJAY Â· SM3=OMKAR PAWAR,30.0,76.0,  2,411 011,GRAND BAY SHOP 3B SNO. 70/3A/17 TO 19 EON IT KHARADI,,
D07183,RANJIT WINE DINE (ANANDNAGAR),180002,FL III (Permit Room),SM1=TULSIRAM Â· SM3=SURESH NAIR,28.0,28.0,PUNE,411041,"SHOP NO 13 & 14, ARTIMIS KIARA SUNCITY ROAD , ANANDNAGAR",,
D00371,UNITY WINES,180001,FL II (Wine shop),SM3=SURESH NAIR,28.0,128.0,  2A,,SHANTI NIWAS SHOP 2 OPP DARSHANHALL LINK ROAD CHINCWAD PUNE,,
D02659,KINGS BEER SHOPPE ( PIMPLE SAUDAGAR ),180004,Beer Shopee,SM1=Z KISHOR CHANDAK Â· SM3=SURESH NAIR,27.0,570.0,PUNE,,"SHO.NO.13,B WING THE CAISTALIYA APP.SR.NO.2,PIMPLE SAUDAGAR",,
D00126,MAHARAJA WINE (SANGHVI),180001,FL II (Wine shop),SM3=SURESH NAIR,27.0,27.0,,,S NO 13/2 SANGHVI PUNE,,
D07202,SWARAJ BEER SHOPPE (RAHATANI),180004,Beer Shopee,SM3=SURESH NAIR,27.0,37.0,,,SWARAJ BEER SHOPPE (RAHATANI),,
D07216,ROYAL BEER SHOPEE (MULSHI),180004,Beer Shopee,SM3=SURESH NAIR,26.0,26.0,,,"SR NO. 146/2,MIKAT NO GROUND FLR MAN ROAD  PARAKHI WASTI MAAN, TA. MULSHI, PUNE",,
D01306,SADASHIV WINES,180001,FL II (Wine shop),SM1=SACHIN KAMBLE Â· SM2=AJAY Â· SM3=SURESH NAIR,26.0,319.0,  7,,"SHOP NO. 12,SAI NANDANVAN APTS OLD MONDHWA, CHANDAN NAGAR RD NAGAR RD, PUNE",,
D02606,THE CORIANDER LEAF HOTEL,180002,FL III (Permit Room),SM1=TULSIRAM Â· SM3=SURESH NAIR,25.64,56.41,PUNE,,SR NO  627/121-122 A P LOT NO  105  RAMBAUG COLONY KOTHRUD PUNE,,
D07262,MEGHA HIGHWAY BEER SHOPEE,180004,Beer Shopee,SM3=SURESH NAIR,25.0,25.0,PUNE,,"PUNE NASHIK HIGHWAY,OPPO.NEW WATER TANK,RAJGURUNAGR,KHED,PUNE.",,
D07301,SUPER WINE AND BEER SHOPEE,180004,Beer Shopee,SM3=SURESH NAIR,25.0,30.0,PUNE,,SHO NO 2 3 SR NO 68 BLD  D0000B B T KAWADE ROAD GHORPADI PUNE,,
D07754,SURYA INS LTD (COURT YARD),180002,FL III (Permit Room),SM3=SURESH NAIR,25.0,25.0,,,"METGUTAD , TAL MAHABLESHWAR SATARA",,
D02597,YASH KARAN BEER SHOPEE(TATHAWADE),180004,Beer Shopee,SM3=SURESH NAIR,25.0,25.0,PUNE,,"S NO. 81/10, MUMBAI PUNE ROAD, TATHAWADE",,
D00187,SHAKUN WINES,180001,FL II (Wine shop),SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,24.0,93.0,  3,,"47/2,PUNE-SATARA ROAD PUNE",,
D07044,SAB TONIQUE BEVEREGES LLP (TONIQUE),180001,FL II (Wine shop),SM1=SACHIN KAMBLE Â· SM2=AJAY Â· SM3=SURESH NAIR,22.0,117.0,PUNE,,MULICK EMPIRE 16/1 WADGAON SHERI KALYANI NAGAR PUNE,,
D06383,SHANGRILA HOTEL(KOMAL BAUA RES),180002,FL III (Permit Room),SM3=SURESH NAIR,21.79,56.41,PUNE,,"GAT NO. 1420, PLOT NO. 136 WAGHOLI, TAL- HAVELI",,
D02069,ANTIQUE WINES (PIMPLE SOU),180001,FL II (Wine shop),SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,20.0,75.0,PUNE,,"S.NO. 21/16, SHOP NO. 11,12 CASTLE VILLA NEAR NEW GREAT PU PIMPLE SOUDAGAR,",,
D07213,SHARAYU BEER SHOPPY (DAPODI),180004,Beer Shopee,SM3=SURESH NAIR,20.0,37.0,PUNE,,"S.NO.6/3 PIMPLE GURAV DAPODI, DIST - PUNE",,
D06804,BHAGYASHRI HOTEL ( 17.1/2  NALI  ),180002,FL III (Permit Room),SM1=ATISH Â· SM3=SURESH NAIR,19.23,89.74,PUNE,,S.NO169/1+2+3 SADESATRA NALI HADAPSAR TUPE NAGAR HADPSAR PUNE,,
D07219,S. S. S. WINE & BEER SHOPEE,180004,Beer Shopee,SM3=SURESH NAIR,19.0,63.0,PUNE,,"SHOP NO 6,SAI RESIDENCY, S. NO. 295, KESHAVNAGAR, CHINCHWAD",,
D07513,KUNAL WINE AND DINE (JUNNAR),180002,FL III (Permit Room),SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,17.0,17.0,PUNE CITY,412411,"GATE NO 487, MILKAT NO  2355, GALA NO 6 , ANAND GROND FLOOR , KAKADE PLAZA , ALEPHATA",,
D07747,SARJA RESTAURANT & BAR (AMBI) (1945),180002,FL III (Permit Room),SM3=SURESH NAIR,16.67,16.67,PUNE CITY,410507,GAT NO.105M.I.D.C.ROAD AMBI TALEGAONTAL-MAVALDIST-PUNE,,
D01983,CHHEDA WINES (CHAKAN),180001,FL II (Wine shop),SM1=Z SANJAY NAGPAL Â· SM3=SURESH NAIR,15.0,40.0,PUNE,,"SHOP NO. 4, BARAVKAR CHEMBER, GAT NO. 12441/L, AMBETHAN CHOUK, CHAKAN",,
D07201,S S BEER SHOPEE (HINJEWADI),180004,Beer Shopee,SM3=SURESH NAIR,15.0,15.0,,,SR.NO.147 6 MILKAT NO. SHOP NO.01 GROUND FLOOR DANGE CHOWK ROAD HINJEWADI MULSHI,,
D07233,THE THIRSTY HOPE BEER &WINE SHOP (KOTHRUD),180004,Beer Shopee,SM3=SURESH NAIR,14.0,58.0,PUNE,,KARVENAGAR KOTHRUD PUNE,,
D07721,KALPATARU PROPERTIES ,180002,FL III (Permit Room),SM3=SURESH NAIR,13.0,13.0,PUNE,,"THANE PVT LTD Club Amoda Reserve, 
Opp. Della Adventure Park,  Lonavala, Maharashtra 41040",,
D00108,KHUSHBOO WINES (KARVE NAGAR),180001,FL II (Wine shop),SM1=SHASHANK Â· SM2=DEEPAK PATIL Â· SM3=SURESH NAIR,13.0,138.0,  5,,KARVE NAGAR PUNE,,
D07712,A S ENTERPRISES (BHUGAON),180002,FL III (Permit Room),SM3=SURESH NAIR,12.82,23.38,PUNE CITY,,"MILKAT NO 769 GAT 194, NR MANAS LAKE, BHUKUM, MULSHI, PUNE",,
D00154,PARDESHI WINES,180001,FL II (Wine shop),SM1=SHASHANK Â· SM2=DEEPAK PATIL Â· SM3=SURESH NAIR,12.0,201.0,  5,,"SHOP NO.1,MANJULA CHAMBER CTS.NO.41/2 KARVE ROAD,PUNE",,
D02664,STEP INN BEER SHOPPE ( PIMPLE GURAV ),180004,Beer Shopee,SM3=SURESH NAIR,12.0,108.0,PUNE,,SR.NO .27/4B/2PAWANA NAGAR  PIMPLE GURAV,,
D00088,CHANDRAMA PERMIT ROOM (AUNDH),180002,FL III (Permit Room),SM1=PRASHANT THORAT Â· SM3=SURESH NAIR,10.26,16.67,PUNE,,"SHOP NO 8, PARIHAR CHOWK, SWOJAS COMPLEX, ITI RD, SANGHVI NAGAR, WARD NO. 8, AUNDH GAON, AUNDH, PUNE",,
D02257,S S GHULE WINES,180001,FL II (Wine shop),SM1=SACHIN KAMBLE Â· SM2=AJAY Â· SM3=OMKAR PAWAR,10.0,55.0,PUNE,,"S.NO 135/2A GANDHARAV GALAXYAMA  BUILDING SHO NO 12,13 RASKAR CHOWK AMANORA HADPSAR",,
D06452,D S P RESTAURANT AND PERMIT ROOM,180002,FL III (Permit Room),SM1=TULSIRAM Â· SM3=SURESH NAIR,9.0,246.0,PUNE,,SIDDHI VINAYAK SHRUSHTI COMPLEX SHOP NO 1  TO 5 SR NO 30 1 NARHE PUNE,,
D07504,SHRAVANI GARDEN ( AAGLAMBE),180002,FL III (Permit Room),SM3=SURESH NAIR,6.5,16.5,PUNE CITY,411023,"HOUSE NO 409 , BAHULI ROAD , KUDAJE GAON , KUDAJE , PUNE",,
D06780,HANGOUT RESTO AND BAR (KESHAVNAGAR),180002,FL III (Permit Room),SM1=ATISH Â· SM3=OMKAR PAWAR,6.0,64.97,PUNE,,S.NO 33  3A 2 BONE  VIVANT SHOP  5 6 KESHAVNAGAR  MUNDHAWA PUNE,,
D06801,ANAND HOTEL (RANJHANGAON),180002,FL III (Permit Room),SM1=CROSS SUPPLY,3.0,4.0,PUNE,,PLOT NO PAP/I5/54 RANJAN GAON,,
D06907,SHRADHA GARDEN (MULSHI),180002,FL III (Permit Room),SM1=RAJESH Â· SM3=SURESH NAIR,3.0,30.0,PUNE,,"NO 392 , AT KASAR AMBOLI POST, AMBARWEL GATE NO 354 , TAL MULSHI , DIST PUNE",,
D07268,A M COUNTRY BAR,180006,CL III (OTHERS),SM3=SURESH NAIR,0.0,0.0,PUNE,,"Nighoje, Plot No. 9, MIDC Chakan Industrial area, tq. Khed",,
D07334,A ONE BEER SHOPEE ( GHOTAWADE ),180004,Beer Shopee,SM3=SURESH NAIR,0.0,30.0,PUNE CITY,,"GOTWADE , KASAR AMBOLI , TAL MULSHI",,
D07333,A ONE BEER SHOPEE ( MULSHI) 449,180004,Beer Shopee,SM3=SURESH NAIR,0.0,90.0,PUNE CITY,,"MALVE , MULSHI , TAL PAUD",,
