PartyID,PartyName,LicenseTypeID,LicenseType,Current_Salesmen,Cases_Last45Days,Cases_FY25_26,City,Pincode,Address,Verdict,Notes
D06842,REWA WINES (WAKAD),180001,FL II (Wine shop),SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,0.0,23.0,PUNE,,S NO 240/1 OZONE SHRING DATTA MANDIR ROAD NEAR WAKAD B R T STATION RD WAKAD,,
D01878,RITHIK WINES( D.V.WINES),180001,FL II (Wine shop),SM3=SURESH NAIR,0.0,0.0,PUNE,,"PRIVIA SQUARE LC 1/1,SHOP NO.11,12,SPINE CITY ROAD,PRADHIKARAN,MOSHI",,
D07409,ROHAN BEER SHOPEE-285 (KHED),180004,Beer Shopee,SM3=SURESH NAIR,0.0,20.0,,,"KHARABWADI,CHAKAN,TAL-KHED,DIST-PUNE.",,
D07473,ROHIT BEER SHOPEE ( FURSUNGI ),180004,Beer Shopee,SM3=SURESH NAIR,0.0,150.0,PUNE CITY,,"BUILDING SR NO 173 , HISSA NO 2 STREET , PUNE SASWAD RD , FURSUNGI",,
D01284,ROHIT BEER SHOPPY (VIMANNAGAR),180004,Beer Shopee,SM1=OMKAR PAWAR Â· SM3=SURESH NAIR,0.0,0.0,PUNE,,"VIMAN PRIDE SOCIETY, SHOP NO. 8, VIMANNAGAR, PUNE",,
D01990,ROHIT WINES ( PHURSUNGI )(ANGOOR ),180001,FL II (Wine shop),SM1=SACHIN KAMBLE Â· SM2=AJAY Â· SM3=SURESH NAIR,0.0,30.0,PUNE,,"SR.NO.169,SHOP NO.8,SATYAPURAM HOU.SOCITY PHURSUNGI,TAL-HAVELI,DIST-PUNE",,
D07337,ROYAL BEER SHOPEE ( VEER ),180004,Beer Shopee,SM3=SURESH NAIR,0.0,0.0,PUNE CITY,412312,"MILKAT NO 1535 , VEER , TAL PURANDAR , DIST PUNE ",,
D02596,ROYAL BEER SHOPEE ( WAKAD ),180004,Beer Shopee,SM1=Z KISHOR CHANDAK Â· SM3=SURESH NAIR,0.0,40.0,PUNE,,"SR.NO.173/2/2,WINSEAR PARK,SHOP NO.12,NEAR DOMINOZ PIZZA,WAKAD",,
D06439,ROYAL BEER SHOPEE (868 SG),180004,Beer Shopee,SM3=OMKAR PAWAR,0.0,4.0,PUNE,,S NO. 1201 1 SUS ROAD PASHAN,,
D07288,ROYAL BEER SHOPPEE ( PIMPLE GURAV),180004,Beer Shopee,SM3=SURESH NAIR,0.0,40.0,PUNE CITY,411061,"SR NO 25/5 , SAINATH NAGAR , PIMPLE GURAV , PCMC WARD NO 29",,
D07367,ROYAL INN HOTEL ( DEVENDRA) (JUNNAR),180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,0.0,,,"GATE NO.48/1B,SITEWADI POST PARGAON, TAL-JUNNAR DIST-PUNE",,
D07410,ROYAL PALMS (TALEGAON),180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,0.0,,,"CTS NO 417 PLOT NO 79 NEW SARVE NO 46 49 TAPODHAM COLONY TALEGAON DABHADE,TAPODHAM COLONY",,
D07051,RR BEER SHOPEE (SG) (MULSHI),180004,Beer Shopee,SM3=SURESH NAIR,0.0,20.0,PUNE,,"SAGAR OCEANA,SR NO.22,BAVDHAN , KD,PUNE-411021, MULSHI & VELHA, PUNE",,
D07411,RSD BEER SHOPEE (TALEGAON),180004,Beer Shopee,SM3=SURESH NAIR,0.0,0.0,,,"PLOT NO: 291/292, MANOHARNAGAR, TALEGAON DABHADE, TAL: MAVAL, DIST: PUNE.",,
D00195,RUCHIRA WINES (BANER),180001,FL II (Wine shop),SM1=SHASHANK Â· SM2=DEEPAK PATIL Â· SM3=SURESH NAIR,0.0,15.0,  4,,"CRIMSON DALE  D BUILDING  SHOP NO 2 SR NO  30/2 ,30/3 BANER",,
D07412,RUDAY PALACE (KHED),180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,0.0,,,"Gat No 1432 Kanhersar , Kanhersar , Kanhersar, Khed, Pune	",,
D01158,RUKSONS BEER SHOPPE,180004,Beer Shopee,SM3=OMKAR PAWAR,0.0,318.0,  1,,"SHOP NO. 2, BUILDING 10 NORTH OPP KALAYANI BUNGLOW KALYANI NGR",,
D02261,S J BALSARA & CO,180001,FL II (Wine shop),SM1=SACHIN KAMBLE Â· SM2=AJAY Â· SM3=OMKAR PAWAR,0.0,145.0,PUNE,,SHOP NO.11 BRAHMA MAGIESTIC  NIBM ROAD KONDHWA PUNE,,
D07304,S K RESTO AND BAR (MULSHI),180002,FL III (Permit Room),SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,0.0,6.0,PUNE,,S.NO 124 LIFE REPUBLIC SHOP NO 57 AND 58  GROUND FLOOR AVENUE 9 JAMBE  TAL MULSHI UNE,,
D02700,S MART BEER SHOPPY,180004,Beer Shopee,SM3=SURESH NAIR,0.0,30.0,PUNE,,"SHOP NO. C/,S.45, SR. NO. 43,HISSA NO. 1+2/3/4/5 NAGAR ROAD",,
D07212,S N BEER SHOPPEE (KOKATE WASTI),180004,Beer Shopee,SM3=SURESH NAIR,0.0,0.0,PUNE,,"SR NO , 19 1 5 GOLDEN, D WING, KOKATE WASTI, PUNE , MULSHI PUNAWALE, 411035",,
D07218,S P BEER SHOPEE,180004,Beer Shopee,SM3=SURESH NAIR,0.0,50.0,PUNE,,"SAI RESIDENCY, CHINCHWAD, TAL.HAVELI DIST. PUNE",,
D07455,S R BEER AND WINE SHOPEE,180004,Beer Shopee,SM3=SURESH NAIR,0.0,25.0,,,"Building-MIDC PAP 9 Nighoje,street-MIDC,Area-Nighoje, Landmark-Opp Mercedes Benz Company , City-Pune",,
D00413,S R WINES (KOTHRUD),180001,FL II (Wine shop),SM1=SHASHANK Â· SM2=DEEPAK PATIL Â· SM3=SURESH NAIR,0.0,45.0,  5A,411 011,A.J. ARCADE CITY  SR. NO.1615  SHOP NO 6 SR NO 51/3/1 KOTHRUD PUNE 411038,,
D01969,S.B.DAINE WINES.,180001,FL II (Wine shop),SM1=Z SANJAY NAGPAL Â· SM3=SURESH NAIR,0.0,0.0,PUNE,,"HOUSE NO:-374, MANCHAR, TAL-AMBEGAON,",,
D07413,S.H.BEER SHOPEE (TALEGAON),180004,Beer Shopee,SM3=SURESH NAIR,0.0,0.0,,,"GALA NO.1,DURGA HEIGHTS,ANANDNAGAR CHAKAN TALEGOAN ROAD, TALEGOAN DABHADE,TAL. MAVAL,DIST .PUNE",,
D00120,S.M.GHULE WINES(M.P.GHULE),180001,FL II (Wine shop),SM1=SHASHANK Â· SM2=DEEPAK PATIL,0.0,5.0,  2A,,"1251/ 5,F.C. ROAD DECCAN GYHAMKHANA PUNE",,
D07350,SACHIN BEER SHOPEE (DEHU ROAD ),180004,Beer Shopee,SM3=SURESH NAIR,0.0,0.0,PUNE,,AASHMAN PRIDE SHOP  NO  2 KIVLESR 40/1704 DHEU ROAD  PNE,,
D00398,SACHIN WINES (DEHU ROAD),180001,FL II (Wine shop),SM1=Z SHANKAR SHINDE Â· SM3=SURESH NAIR,0.0,200.0,PUNE,,DEHUROAD DIST :- PUNE,,
D00429,SACHIN WINES (KARVE NAGAR),180001,FL II (Wine shop),SM1=SHASHANK Â· SM2=DEEPAK PATIL Â· SM3=SURESH NAIR,0.0,67.0,  5,,"YASHREE PARK,APPT SHOP NO.3/54 KARVE NAGAR MALWADI, PUNE",,
D06273,SADASHIV HOTEL (KHARDI),180002,FL III (Permit Room),SM1=ATISH Â· SM3=SURESH NAIR,0.0,6.0,PUNE,,S.R.NO 48/1 CHANDAN NAGAR  KHARADI PUNE,,
D01579,SAGAR BEER SHOPEE (BHUGAON),180004,Beer Shopee,SM3=SURESH NAIR,0.0,25.0,PUNE,,S.NO 606  AT POST BHUGAON NEAR MANAS SAROVER TA.MUSHI DIST PUNE,,
D07414,SAGAR HOTEL (DIMBE),180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,0.0,,,"Gat No.3 Milkat no 171(new-183), Dimbhe, Tal-Ambegaon Dist-Pune",,
D07482,SAGAR PRASAD HOTEL ,180002,FL III (Permit Room),SM1=MIRAN DMELLO Â· SM3=OMKAR PAWAR,0.0,45.0,PUNE,,SHOP  NO 8.9 GSV VARTKA SR.NO 20 4 KHARADKAR PARK NEW RIVER ROAD KHARADI PUNE ,,
D07296,SAGAR RESTAURANT ( WAGHOLI ),180002,FL III (Permit Room),SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,0.0,2.0,PUNE CITY,,"GATE NO 650 , SHOP NO 3 & 4 LAXMI PLAZA , WAGHOLI , PUNE , KESNAND RD",,
D06830,SAGAR WINES ( PUNAWALE ),180001,FL II (Wine shop),SM3=SURESH NAIR,0.0,3.0,PUNE,,"SR.NO.12/1-7 SAI MILAN BULDING GALA 12 C PLOT NO.A,KATEWASTI,PUNAWALE",,
D01020,SAGAR WINES (WAGHOLI),180001,FL II (Wine shop),SM1=Z VIJAY BHAIKATTE Â· SM3=SURESH NAIR,0.0,205.0,,,"MILKAT NO.6/0640,GAT.NO.1131,AWHALWADI ROAD,WAGHOLI,TAL-HAVELI,DIST-PUNE",,
D07223,SAHYADRI  HOTEL(CHAKAN),180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,0.0,PUNE,,"Plot NO PAP S R 25 MILKAT NO647,CHAKAN INDUSTRIAL AREA PH 2",,
D00175,SAKEE WINES,180001,FL II (Wine shop),SM1=Z NITIN KAPRE,0.0,0.0,PUNE,,1302 SANAS PLAZA BAJIRAO ROAD PUNE 30,,
D01987,SAKEE WINES(WAKAD),180001,FL II (Wine shop),SM1=Z SANTOSH JAGTAP Â· SM3=SURESH NAIR,0.0,13.0,PUNE,,"S.NO. 299/2/1,SHAURYA BULDG. DUKAN NO. 1,2 WAKAD ROAD, WAKAD",,
D01127,SAMAY PALACE REST( V WADI),180002,FL III (Permit Room),SM1=SAURABH Â· SM3=OMKAR PAWAR,0.0,22.0,,,"S.NO.162/2, 6/3,ADARSH COLONY NO.5, VISHRANTWADI TINGRE NGR PUNE",,
D01947,SAMEEKSHA WINES,180001,FL II (Wine shop),SM1=SHASHANK Â· SM2=DEEPAK PATIL,0.0,5.0,PUNE,,"SAI SILICON VALLEY, A- WING, SHOP NO. 1, MOZE- BALEWADI, PUNE",,
D07237,SAMRAT WINES ( BHOR),180001,FL II (Wine shop),SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,0.0,10.0,PUNE,,"371 , MANAGALWAR PETH , BHOR , TAL BHOR - PUNE",,
D02669,SAMRUDHI BEER SHOPEE( AKURDI ),180004,Beer Shopee,SM1=Z SHANKAR SHINDE Â· SM3=SURESH NAIR,0.0,128.0,PUNE,,"SHRI COMPLEX CO-OP HOS SOC, GALA NO. 1, SAMBHAJI NAGAR, AKURDI",,
D07684,SANGAM HOTEL,180002,FL III (Permit Room),SM3=OMKAR PAWAR,0.0,19.23,PUNE,412207,MILKAT NO 2 0633 1527 WAGHOLI TAL HAVELI DIST PUNE,,
D00207,SANGAM WINES (SHIVAJI NAGAR),180001,FL II (Wine shop),SM1=SHASHANK Â· SM2=DEEPAK PATIL,0.0,0.0,  4,,"CTS NO.1132/3 F.C.ROAD SHIVAJINAGAR,PUNE",,
D06158,SAPAN WINES (BANER),180001,FL II (Wine shop),SM1=SHASHANK Â· SM2=DEEPAK PATIL Â· SM3=SURESH NAIR,0.0,105.0,PUNE,411045,SANGHAVI UPSURGES.NO.111 HISS NO 11/1/1/1 SHOP NO 2 GROUND MEZZANINE  FLOOR BANER  PUNE,,
D00318,SAPNA PERMIT ROOM(ALEPHATA),180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,0.0,,,ALEPHATA  ,,
D01820,SARANG BEER SHOPPY (GHORPADI),180004,Beer Shopee,SM3=SURESH NAIR,0.0,50.0,PUNE,,SR NO.66 SHOP NO 4   B T KAWADE ROAD  GHORAPADIGAON PUNE,,
D07210,SAROWAR BEER SHOPEE (CHINCHWAD),180004,Beer Shopee,SM3=SURESH NAIR,0.0,0.0,PUNE,,"SR.NO.131 ,SAROWAR COLONY, VALHERKAR WADI.CHINCHWAD",,
D07147,SATALAJ BEER SHOPEE (12 MATI),180004,Beer Shopee,SM3=OMKAR PAWAR,0.0,0.0,,,"SWAMI KRUPA COMPLAX GALA NO.15, BARAMATI, PUNE",,
D07252,SATYAM BEER SHOPEE (CHIKALI),180004,Beer Shopee,SM3=SURESH NAIR,0.0,10.0,PUNE,,DEHU ALANDI ROAD CHIKHLI PUNE,,
D06897,SATYAM HOTEL (THERGAOV),180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,39.0,PUNE,,S.NO 19/9 AMMA BABA GYANJI  ASHIRWAD SHOP NO5 WAKAD PUNE,,
D01474,SATYAM WINES (SHIVAM),180001,FL II (Wine shop),SM1=SACHIN KAMBLE Â· SM2=AJAY Â· SM3=OMKAR PAWAR,0.0,45.0,  7,,"HARMAS SHOPPING CENTRE, SHOP NO. 1, SHASHTRI NGAR, PUNE,",,
D06295,SATYAM WINES (WAGHOLI),180001,FL II (Wine shop),SM1=CROSS SUPPLY Â· SM2=AJAY Â· SM3=OMKAR PAWAR,0.0,10.0,PUNE,,"GAT.NO.1329,SHOP NO.2,WAGHOLI,PUNE",,
D07415,SAUDAGHAR & LODGING,180002,FL III (Permit Room),SM2=AJAY Â· SM3=SURESH NAIR,0.0,0.0,,,"118/A/2, PIMPLE SAUDAGAR MHALUNGE, TAL MULSHI PUNE",,
D07416,SAVERA BEER SHOPEE (TALEGAON),180002,FL III (Permit Room),SM2=AJAY Â· SM3=SURESH NAIR,0.0,0.0,,,"PLOT NO.3,AVDHUT APARTMENT,MANOHARNAGAR, TALEGOAN DABHADE.",,
D07417,SAVERA HOTEL (JUNNAR),180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,0.0,,,"MILKAT NO 2234, SN. 179/3,PIMPALWANDI, CHALAKWADI,TAL-JUNNAR DIST-PUNE",,
D00966,SAYALI HOTEL (KHARADI),180002,FL III (Permit Room),SM1=SAURABH Â· SM3=SURESH NAIR,0.0,2.0,  7,,"SHOP NO.3, ASHOK NAGAR, KHARADI, PUNE.",,
D00490,SAYALI PERMIT ROOM (DHANKAWADI),180002,FL III (Permit Room),SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,0.0,1.0,  3,,"OPP.BHARATI HOSPITAL, SR.NO.24. DHANKAWADI,PUNE",,
D06561,SCOTCH HOUSE (N M WINES) (RAVET),180001,FL II (Wine shop),SM1=CROSS SUPPLY,0.0,15.0,PUNE,,"SR.NO.106,HISSA NO.1/2/3,TWINE TOWER,SHOP NO.3 & 4,RAVET,DIST-PUNE",,
D06011,SEA WORLD FAMILY REST AND BAR,180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,0.0,PUNE,,"SHOP NO. 8S7A2A3 DATTA NGR. BESIDE SAIBA AMRUTUALYA, KATRAJ",,
D01253,SHAGUN BEER SHOPPE (KARLA),180004,Beer Shopee,SM1=Z NITIN KAPRE Â· SM3=SURESH NAIR,0.0,35.0,PUNE,,"MILKAT NO. 201, AT.POST.- KARLA, VEHARGAON, TAL- MAVAL",,
D00316,SHALIMAR WINES (old),180001,FL II (Wine shop),SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,0.0,343.0,  1,,"735,SHUKRAWAR PETH PUNE",,
D07418,SHAMANAND HOTEL (MANCHAR),180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,0.0,,,"S. NO 200/203/205 M NO 451/452 GHODEGAON ROAD SHIVAJI CHOWK MANCHAR, TAL-AMBEGAON DIST-PUNE",,
D07731,SHAMBHAVI BEER SHOPEE,180004,Beer Shopee,SM3=SURESH NAIR,0.0,10.0,PUNE,,"S NO 43 KAKADE TERRAS, SHOP NO 6, N D A ROAD,WARAJE, PUNE,",,
D07761,SHANTI ( SHALIMAR ) WINES,180001,FL II (Wine shop),SM1=SHASHANK Â· SM2=DEEPAK PATIL Â· SM3=ABID,0.0,0.0,PUNE,,"S. NO. 91/1 SHOP NO 2 AND 3 GROUND FLOOR, MAZZENINE FLOOR, KHADAKWASALA , TAL HAVELI DIST PUNE",,
D07444,SHARYU BEER SHOPEE,180004,Beer Shopee,SM3=SURESH NAIR,0.0,0.0,,,"DAPODI PIMPALE GURAV ROAD,DAPODI, PUNE 411012",,
D02374,SHEETAL BEER SHOPEE (D`WADI),180004,Beer Shopee,SM1=SHASHANK Â· SM3=OMKAR PAWAR,0.0,0.0,PUNE,,"S NO 23/9 HISSA NO 711, SHOPE NO 2,SHREEDHAR NAGAR BALAJI NAGAR D`WADI",,
D07419,SHEETAL HOTEL (MAVAL),180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,10.0,,,"M.N.1031, GAT N.114/1/B/2/A VADGAON URSE PHATA, TAL MAVAL,DIST-PUNE.",,
D00338,SHIV PRASAD PERMIT ROOM,180002,FL III (Permit Room),SM1=Z RAJENDRA PRASAD Â· SM3=SURESH NAIR,0.0,0.0,PUNE,,"AT POST VADAGAON MAVAL, TAL - MAVAL PUNE",,
D07306,SHIVAM COUNTRY BAR,180006,CL III (OTHERS),SM3=SURESH NAIR,0.0,750.0,PUNE,,NIRMAN ARCADE DEHU ROAD PUNE,,
D07462,SHIVANSHI BEER SHOPEE,180004,Beer Shopee,SM3=SURESH NAIR,0.0,60.0,,,"Building-MILAKAT NO 107,street-GAT NO 149,Area-PAGADE WASTI,Landmark-NEAR ORBIT COMPANY , City-CHARH",,
D07464,SHIVRAHI DHABA ( CHAKAN ),180004,Beer Shopee,SM3=SURESH NAIR,0.0,0.0,,,GAT NO.216 KHARABWADICHAKANTAL KHED,,
D07440,SHREEYASH HOTEL (ALANDI),180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,12.0,,,GAT NO 105 DEHU ALANDI ROAD DUDULGAV PUNE,,
D01175,SHRUSHTI WINES,180001,FL II (Wine shop),SM1=SHASHANK Â· SM2=DEEPAK PATIL,0.0,5.0,  4,,"78/5, SHIVANI COMPLEX APPT GROUND FLOOR, SHOP NO.5/6. BANER-PUNE",,
D07265,SHUBHAM BEER SHOPEE(KADUS),180004,Beer Shopee,SM3=SURESH NAIR,0.0,0.0,PUNE,,"SN.177,KADUS,KOHINDE ROAD",,
D00302,SIDDHARATH WINES,180001,FL II (Wine shop),SM1=SACHIN KAMBLE Â· SM2=AJAY Â· SM3=SURESH NAIR,0.0,79.0,  2,,SR.NO 63/1/1 SHOP NO 1THE SPACE BUILDING GRANT ROAD KHARADI,,
D07387,SIDDHESH HOTEL (JUNNAR),180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,10.0,,,"GAT NO.1307 KANDALI,TAL-JUNNAR,DIST-PUNE",,
D06152,SIMRAN BEER SHOPEE ( PIMPLE-GURAV ),180004,Beer Shopee,SM1=Z SHANKAR SHINDE Â· SM3=SURESH NAIR,0.0,10.0,PUNE,,"SHOP.NO.1,VAIBHAVNAGAR,PIMPLE-GURAV,PUNE",,
D07215,SIMRAN BEER SHOPPY (PIMPLE GUR,180004,Beer Shopee,SM2=DEEPAK PATIL Â· SM3=SURESH NAIR,0.0,0.0,PUNE,,"SH.NO.1 VAIBHAVNAGAR, PIMPLE GURAV",,
D00762,SITARA HOTEL,180002,FL III (Permit Room),SM1=Z RAJENDRA PRASAD Â· SM3=SURESH NAIR,0.0,0.0,PUNE,,"567,YEDGAON,NARAYAN GAON TAL JUNNAR ",,
D07421,SIYA BEER SHOPEE,180004,Beer Shopee,SM3=SURESH NAIR,0.0,100.0,,,"SN.5135,N.P.M.N.31,SHIVKRUPA COLONY, BODKENAGAR, JUNNAR, TAL-JUNNAR DIST-PUNE	",,
D07738,SKETCH RESTAURANT AND BAR,180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,0.0,PUNE,,"S.NO.139/1,WADMUKHWADI, CHARHOLI BK,PIMPRI CHINCHWAD (CORP), PUNE, Pune",,
D02598,SKY BEER SHOPEE ( WAKAD ),180004,Beer Shopee,SM3=SURESH NAIR,0.0,38.25,PUNE,,"SR.NO.173/2/2,A5,SHOP NO.7,WAKAD,TAL-MULSHI,DIST-PUNE",,
D00578,SNEHAL RESTAURANT.,180002,FL III (Permit Room),SM1=ATISH Â· SM3=SURESH NAIR,0.0,3.85,  2,411 013,PANCHRATNA APARTMENTS BHAIROBA NALA PUNE,,
D07342,SOMNATH DHABA (BARAMATI),180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,10.0,PUNE CITY,,"MILKAT NO 4 /1 GATE NO 285, AT POST SAVAL , TAL PUNE ",,
D06441,SONA RESTURANT ( THERGAON ),180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,39.0,PUNE,,"SR.NO.17,18,19 AND 20 LAXMITRA MARKET SR.NO.19/1/16,THERGAON PUNE",,
D00214,SONAL WINES,180001,FL II (Wine shop),SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,0.0,80.0,PUNE,,"H.NO.322, KHED SHIVAPUR, TAL HAVELI,",,
D00292,SONAL WINES (S N WINES),180001,FL II (Wine shop),SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,0.0,3.0,  3,,SR.NO 87  SHOP  NO 27 A WING HEMI PLAZA  PUNE SATARA ROAD KATRAJ PUNE.,,
D02052,SOUNDRYA GARDEN HOTEL,180002,FL III (Permit Room),SM1=TULSIRAM,0.0,0.0,PUNE,,SR NO115/1/1 MP 1/W 5 URIT NAGAR WARJE MALWADI PUNE,,
D02661,STAR BEER SHOPPE ( PIMPRI ),180004,Beer Shopee,SM3=SURESH NAIR,0.0,16.0,PUNE,,"C T S NO. 1405 & 1406, PLOT NO. 305,306 SHOP NO. 9,SAI VIHAR BLDG,PIMP",,
D07677,STAR BEER SHOPPEE 966,180004,Beer Shopee,SM3=SURESH NAIR,0.0,6.0,,,SURVEY NO 272 SHOP NO 6 WADGAO SHINDE ROAD LOHEGOA PUNE ,,
D06145,STAR KNIGHT BEER SHOPEE (BAVDHAN) (SG),180004,Beer Shopee,SM3=OMKAR PAWAR,0.0,16.0,PUNE,,D S K RANVARA VISHAL COMPLEX SHOP NO 2 BAVDHAN PUNE,,
D00978,STEP INN RESTAURANT(WANAWADI),180002,FL III (Permit Room),SM1=ATISH Â· SM3=SURESH NAIR,0.0,15.0,  2A,,"S.NO.66,KEDARI NAGAR, WANAWADI PUNE",,
D00967,SUDARSHAN HOTEL (KHADAKI),180002,FL III (Permit Room),SM1=PRASHANT THORAT Â· SM3=SURESH NAIR,0.0,19.23,  8,,"18, NEW BAZAR KHADKI, PUNE.",,
D07422,SUNDARAM  HOTEL (JUNNAR),180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,10.0,,,"S.NO.1076 +1074 B, NEHARU BAZAR, JUNNAR,DIST-PUNE",,
D06442,SUNDARAM HOTEL ( NIGDI ),180002,FL III (Permit Room),SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,0.0,27.0,PUNE,,"SHOP.NO.214,NIRMAN ARCKED, NIGDI,DEHU ROAD",,
D00354,SUPREME WINES,180001,FL II (Wine shop),SM1=CROSS SUPPLY Â· SM3=OMKAR PAWAR,0.0,10.0,  3,,"47/2A/2B,PUNE SATARA ROAD BEHIND SHILPA HOTEL SATARA RD,PUNE",,
D07376,SURBHI  HOTEL (JUNNAR),180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,20.0,,,MILKAT NO 1811/1 RAJURI TAL JUNNAR DIST PUNE,,
D00699,SURUCHI PERMIT ROOM (HADAPSAR),180002,FL III (Permit Room),SM1=ATISH Â· SM3=SURESH NAIR,0.0,1.0,  2,411 028,"BHOSALE GARDEN,HADAPSAR SHOP NO.Q,S.NO.163, HADPSAR,PUNE",,
D07439,SURYODAY FAMILY GARDEN (CHIKALI),180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,0.0,,,"GAT NO 452/1/1,TAPKIRI NAGAR,NASHIK ROAD,HAVELI,PUNE",,
D07423,SUYASH HOTEL (LONAVALA),180002,FL III (Permit Room),SM3=SURESH NAIR,0.0,10.0,,,"MILIKET NO 20,CST NO 35,S.NO. 236,PLOT NO 20,G WARD, LONAVALA,TAL-MAVAL,DIST-PUNE.",,
D07424,SWAGAT BEER AND WINE SHOPEE	,180004,Beer Shopee,SM3=SURESH NAIR,0.0,0.0,,,"uilding-OLD SR NO 643,street-NEW SR NO 390 1 PLOT NO 29,Area-SUN SHINE BUILDING SHOP NO 1 2, Landmar",,
D02660,SWAGAT BEER SHOPEE(TATHAWDE),180004,Beer Shopee,SM1=Z KISHOR CHANDAK Â· SM3=SURESH NAIR,0.0,72.0,PUNE,,"SR.NO. 129/1/1, TATHAVADE,TAL-MULSHI, DIST-PUNE",,
D07662,SWARAJ BEER AND WINE SHOPEE,180004,Beer Shopee,SM3=SURESH NAIR,0.0,6.0,,,"SR.NO.4/1 MILKAT NO490, HINJEWADI WAKAD ROAD, HINJEWADI, TAL. MULSHI, DIST.PUNE",,
D07335,SWARAJ BEER SHOPEE ( KOLWAN ),180004,Beer Shopee,SM3=SURESH NAIR,0.0,25.0,PUNE CITY,,"MILKAT NO 366 , AT POST KOLWAN , TAL MULSHI , DIST PUNE ",,
D02088,SWARAJ BEER SHOPEE(BHUGAON),180004,Beer Shopee,SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,0.0,35.0,PUNE,,"S.NO. 518/1, BHUGAON, MULSHI",,
D00706,SWAROOP WINES,180001,FL II (Wine shop),SM1=Z SHANKAR SHINDE Â· SM3=SURESH NAIR,0.0,10.0,,411 005,S.NO.45.4 B'BAY PUNE ROAD AKURDI,,
D00360,SWASTIK WINES (WARJE),180001,FL II (Wine shop),SM1=SHASHANK Â· SM2=DEEPAK PATIL Â· SM3=SURESH NAIR,0.0,143.0,  5,,"SHOP NO.8,SR.NO.140/6, CHOICE CENTER, WARJE MALWADI. PUNE-29.",,
D00212,T R WINES,180001,FL II (Wine shop),SM1=Z SHANKAR SHINDE Â· SM3=SURESH NAIR,0.0,245.0,PUNE,411 002,"AON,BALI WARD COMPLEX,GROUND FLOOR,SHOP.NO.108,MAHOMANDWADI,TAL HAVELI",,
D00170,TAJ WINES,180001,FL II (Wine shop),SM3=SURESH NAIR,0.0,0.0,  6,411037,"SHOP NO.8 MUTHA CHAMBERS 320,SHANKER SHETH RD, PUNE",,
D07425,TALLI BEER AND WINE SHOP (TALEGAON),180004,Beer Shopee,SM3=SURESH NAIR,0.0,0.0,,,"Building-shop no C42 sr no 38,street-Mantra City Road,Area-Mantra City 360 Khalade Nagar, Landmark-M",,
D01214,TANMAY WINES,180001,FL II (Wine shop),SM1=SACHIN KAMBLE Â· SM2=AJAY Â· SM3=ABID,0.0,12.0,  2,,"SHOP NO.5,B,PARMAR NAGAR 1-B BLDG,SR.NO.16 FATIMA NAGAR,PUNE",,
D01884,TEJAS  DHABA (KARLA),180002,FL III (Permit Room),SM1=Z NITIN KAPRE Â· SM3=SURESH NAIR,0.0,10.0,PUNE,,"GAT NO.191, KARLA, TAL :-MAVAL, DIST :-PUNE.",,
D00459,TEJAS WINES,180001,FL II (Wine shop),SM1=SACHIN KAMBLE Â· SM2=AJAY Â· SM3=SURESH NAIR,0.0,35.0,  1,,"S.NO.34/A5, BLDG NO1/B SHOP NO.1 VADGAON SHERI NAGAR ROAD,PUNE",,
D07704,THE BEER GARDEN BEER SHOPEE,180004,Beer Shopee,SM3=GAJENDRA DAS,0.0,5.0,PUNE CITY,,"SHOP NO 1 , GROUND FLOOR , MARUNGI ROAD , WAKAD , ORA SOCIETY",,
D06823,THE WINE LIBRARY (PUNAWALE),180002,FL III (Permit Room),SM1=CROSS SUPPLY Â· SM3=SURESH NAIR,0.0,75.0,PUNE,,S.NO 27 1 LEGACY MIL  SAWANT PARK GROUND FLOOR  PUNAWALE PUNE,,
